work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2021,MI,FT,Business Intelligence Analyst,162776,USD,220000,GB,50,IT,M
2021,MI,FT,Data Analyst,79831,CAD,80000,GB,100,GB,S
2020,SE,FT,Lead Data Scientist,134739,AUD,135000,CA,100,NL,L
2023,MI,FT,Data Scientist,113544,CAD,240000,IN,50,AU,M
2020,MI,FT,Junior Data Scientist,150720,AUD,150000,FR,100,GB,M
2023,MI,FT,Product Data Analyst,91902,AUD,82500,CA,0,AU,L
2022,EN,FT,Machine Learning Scientist,96170,GBP,100000,IT,100,AU,L
2021,EN,FT,Machine Learning Engineer,103034,USD,77000,US,100,US,L
2020,EN,FT,Data Scientist,108209,USD,58300,US,100,US,L
2023,EN,FT,Data Analyst,40745,USD,90000,US,100,US,M
2023,MI,FT,Data Analyst,112491,CAD,153000,IT,0,NL,S
2024,SE,FT,Business Intelligence Analyst,45514,CAD,160000,DE,0,FR,S
2022,EN,FT,Product Data Analyst,134026,CAD,168000,FR,50,GB,S
2020,SE,FT,Business Intelligence Analyst,84261,AUD,150000,GB,100,JP,L
2020,EN,FT,Data Engineer,187147,AUD,71250,FR,50,IT,S
2020,SE,FT,Product Data Analyst,197870,CAD,13400,FR,50,FR,S
2021,EN,FT,Data Analyst,144897,CAD,144000,IN,100,AU,M
2021,EN,FT,Business Intelligence Analyst,131212,GBP,119625,IN,50,US,M
2024,EN,FT,Senior Data Engineer,93665,USD,112000,GB,0,US,S
2023,SE,FT,Business Intelligence Analyst,132148,USD,423000,FR,100,DE,L
2024,EN,FT,Senior Data Engineer,93969,EUR,120000,NL,100,GB,S
2024,EN,FT,Data Analyst,74440,USD,125000,GB,50,US,S
2023,EN,FT,Senior Data Engineer,92494,EUR,230000,IT,50,CA,S
2023,MI,FT,Business Intelligence Analyst,128755,EUR,85000,DE,100,DE,S
2020,SE,FT,Data Scientist,86018,AUD,26400,CA,100,CA,L
2024,EN,FT,Lead Data Scientist,73679,AUD,59400,IT,100,US,M
2023,EN,FT,Machine Learning Engineer,90883,AUD,121000,FR,50,GB,S
2023,SE,FT,Lead Data Scientist,50980,USD,165000,JP,0,US,M
2024,EN,FT,Machine Learning Scientist,120274,GBP,80000,JP,100,JP,L
2020,EN,FT,Machine Learning Scientist,89214,USD,250000,US,100,US,L
2021,EN,FT,Data Analyst,143499,CAD,55000,JP,100,NL,M
2024,SE,FT,Machine Learning Engineer,79252,EUR,150000,GB,0,FR,S
2021,MI,FT,Junior Data Scientist,153621,EUR,170000,IT,100,IT,M
2024,SE,FT,Data Analyst,125989,EUR,78000,IT,100,DE,M
2020,MI,FT,Machine Learning Engineer,114265,GBP,60000,JP,0,US,S
2022,MI,FT,Senior Data Engineer,165127,EUR,235000,AU,0,FR,L
2024,MI,FT,Machine Learning Scientist,112244,CAD,56540,GB,100,FR,M
2022,SE,FT,Data Analyst,118642,USD,174000,FR,100,CA,M
2020,EN,FT,Senior Data Engineer,133704,EUR,40600,JP,0,DE,L
2022,SE,FT,Senior Data Engineer,128964,USD,21280000,US,100,US,M
2021,SE,FT,Machine Learning Engineer,93557,USD,81000,DE,100,IN,L
2022,EN,FT,Data Scientist,83223,USD,294000,IT,50,US,S
2021,SE,FT,Lead Data Scientist,132383,CAD,1170400,IN,100,FR,L
2022,MI,FT,Data Engineer,118638,USD,84436,US,0,US,L
2023,SE,FT,Data Analyst,135480,USD,24200,JP,0,US,S
2024,EN,FT,Data Analyst,90663,GBP,58500,NL,100,AU,L
2023,EN,FT,Machine Learning Scientist,185990,USD,12000,IT,100,CA,S
2023,SE,FT,Data Engineer,107716,USD,4000,GB,100,DE,M
2023,EN,FT,Product Data Analyst,117667,EUR,50000,IN,0,CA,M
2024,EN,FT,Machine Learning Engineer,104245,GBP,64900,CA,100,NL,L
2021,EN,FT,Business Intelligence Analyst,195596,AUD,71500,AU,50,JP,M
2024,SE,FT,Data Analyst,60716,GBP,74000,IN,100,DE,S
2022,SE,FT,Business Intelligence Analyst,53714,CAD,152000,IN,0,AU,M
2022,SE,FT,Senior Data Engineer,155890,CAD,21844,AU,100,AU,S
2023,EN,FT,Machine Learning Engineer,112192,AUD,18000,IN,0,NL,L
2024,EN,FT,Data Scientist,107385,EUR,174000,NL,50,IN,L
2024,EN,FT,Machine Learning Engineer,120104,CAD,90375,AU,100,IN,L
2021,MI,FT,Junior Data Scientist,49516,GBP,147000,IT,100,AU,L
2024,MI,FT,Product Data Analyst,83586,AUD,9272,IT,50,FR,M
2022,MI,FT,Business Intelligence Analyst,133354,USD,1259997.9,DE,100,AU,S
2024,EN,FT,Junior Data Scientist,68774,GBP,2800000,JP,100,AU,S
2021,SE,FT,Machine Learning Engineer,164286,GBP,90000,FR,0,AU,S
2021,SE,FT,Machine Learning Scientist,143266,AUD,57200,IT,100,NL,M
2020,SE,FT,Data Analyst,197771,AUD,195000,IT,50,US,L
2020,EN,FT,Machine Learning Scientist,103954,AUD,35200,JP,100,IT,L
2022,EN,FT,Data Analyst,40592,EUR,50000,FR,0,NL,L
2023,SE,FT,Product Data Analyst,112171,USD,160000,DE,100,US,S
2024,MI,FT,Lead Data Scientist,92738,EUR,48720,JP,50,IN,M
2022,SE,FT,Lead Data Scientist,179022,AUD,200000,NL,50,AU,S
2020,MI,FT,Machine Learning Engineer,53518,CAD,165000,IN,50,IN,M
2020,EN,FT,Lead Data Scientist,88089,EUR,20000,FR,0,NL,M
2024,MI,FT,Data Analyst,94104,USD,120000,FR,50,FR,L
2023,MI,FT,Lead Data Scientist,185624,EUR,23100,DE,100,JP,S
2020,SE,FT,Data Scientist,82079,CAD,52800,NL,0,IT,M
2021,EN,FT,Data Analyst,187433,CAD,62400,CA,0,US,M
2024,SE,FT,Junior Data Scientist,122073,AUD,304500,AU,50,NL,S
2022,SE,FT,Business Intelligence Analyst,111448,USD,23100,US,100,US,S
2020,EN,FT,Machine Learning Scientist,142013,USD,185000,US,100,US,S
2024,SE,FT,Data Scientist,86553,USD,126000,JP,0,FR,L
2024,EN,FT,Data Scientist,169053,AUD,84436,IT,50,AU,S
2021,MI,FT,Machine Learning Scientist,121583,AUD,82500,FR,100,NL,L
2020,SE,FT,Junior Data Scientist,75934,CAD,140000,FR,0,IN,S
2024,EN,FT,Business Intelligence Analyst,198624,USD,126000,US,0,US,L
2021,MI,FT,Business Intelligence Analyst,82924,USD,110500,US,0,US,L
2023,EN,FT,Product Data Analyst,179221,USD,1750000,US,50,US,L
2023,SE,FT,Data Analyst,66832,GBP,53170,IN,0,IN,M
2022,MI,FT,Senior Data Engineer,109710,USD,225000,FR,50,IN,S
2022,MI,FT,Lead Data Scientist,49578,EUR,416000,DE,50,JP,S
2022,MI,FT,Junior Data Scientist,122330,CAD,82500,DE,50,IN,L
2023,MI,FT,Data Scientist,126718,AUD,82500,IN,50,IN,M
2021,SE,FT,Business Intelligence Analyst,193830,GBP,135000,JP,0,AU,S
2022,SE,FT,Machine Learning Engineer,164731,USD,67500,DE,100,US,L
2023,EN,FT,Data Analyst,129326,AUD,840000,JP,0,IT,L
2021,MI,FT,Machine Learning Engineer,93179,USD,256000,AU,100,US,L
2024,SE,FT,Business Intelligence Analyst,141661,USD,200000,IT,100,US,L
2024,EN,FT,Machine Learning Engineer,191593,GBP,200000,NL,100,GB,S
2024,SE,FT,Junior Data Scientist,176491,CAD,180000,AU,0,US,M
2023,SE,FT,Data Engineer,177755,USD,110000,CA,100,NL,M
2023,EN,FT,Business Intelligence Analyst,53322,GBP,60000,DE,0,CA,M
2024,SE,FT,Product Data Analyst,71535,USD,43560,US,100,US,L
2021,MI,FT,Data Engineer,69463,CAD,4000,GB,0,AU,L
2023,EN,FT,Data Engineer,177917,AUD,1120000,IT,50,JP,L
2024,SE,FT,Business Intelligence Analyst,104978,EUR,97500,CA,0,FR,M
2020,EN,FT,Data Scientist,169845,AUD,80000,IT,50,IT,M
2020,MI,FT,Data Analyst,163665,USD,110000,IT,0,AU,L
2023,EN,FT,Machine Learning Engineer,126342,AUD,165000,DE,100,FR,S
2024,SE,FT,Junior Data Scientist,105156,USD,934500,FR,0,IN,S
2021,MI,FT,Data Engineer,46132,GBP,68250,FR,100,JP,L
2020,SE,FT,Data Scientist,133425,USD,34100,CA,100,NL,M
2020,MI,FT,Junior Data Scientist,147068,USD,75600,NL,50,US,L
2022,MI,FT,Senior Data Engineer,76516,CAD,91000,DE,50,FR,M
2021,SE,FT,Machine Learning Engineer,94611,EUR,170000,JP,100,FR,M
2022,SE,FT,Junior Data Scientist,77571,USD,115000,US,100,US,L
2024,EN,FT,Data Scientist,130867,USD,90000,JP,50,US,M
2020,SE,FT,Data Scientist,83488,USD,600000,JP,50,DE,S
2020,SE,FT,Machine Learning Scientist,92626,EUR,1470000,DE,0,AU,S
2024,EN,FT,Data Engineer,171995,CAD,93000,IT,50,IN,M
2022,MI,FT,Product Data Analyst,188988,USD,93750,US,0,US,S
2022,SE,FT,Machine Learning Scientist,60522,EUR,200000,CA,0,AU,S
2024,SE,FT,Lead Data Scientist,112678,USD,161700,NL,100,IN,M
2023,EN,FT,Data Scientist,47717,EUR,185000,IN,100,DE,S
2024,MI,FT,Lead Data Scientist,100776,GBP,132000,CA,0,JP,L
2023,SE,FT,Data Engineer,117770,USD,130000,AU,0,US,S
2023,SE,FT,Product Data Analyst,81757,CAD,59400,IT,50,NL,L
2022,EN,FT,Junior Data Scientist,138764,CAD,875000,GB,50,GB,M
2021,MI,FT,Lead Data Scientist,191330,USD,3430000,DE,0,US,L
2020,MI,FT,Machine Learning Scientist,196520,USD,23760,GB,100,US,S
2023,SE,FT,Data Analyst,155973,USD,160000,IN,100,NL,L
2021,EN,FT,Machine Learning Scientist,94340,USD,93150,CA,100,US,M
2023,SE,FT,Junior Data Scientist,148851,EUR,111775,IN,50,AU,L
2023,SE,FT,Product Data Analyst,90429,CAD,175000,GB,50,GB,S
2023,MI,FT,Junior Data Scientist,120641,EUR,60500,JP,50,JP,S
2023,MI,FT,Junior Data Scientist,133077,EUR,72500,JP,0,US,L
2020,EN,FT,Data Engineer,138284,AUD,71400,FR,50,GB,L
2022,SE,FT,Machine Learning Scientist,192889,GBP,71500,CA,0,IT,M
2021,EN,FT,Data Analyst,69751,AUD,85000,DE,0,GB,S
2024,MI,FT,Lead Data Scientist,167770,USD,72292,GB,100,US,L
2024,EN,FT,Product Data Analyst,138102,USD,100000,FR,100,US,M
2023,EN,FT,Data Engineer,101801,USD,58000,AU,50,GB,S
2022,MI,FT,Senior Data Engineer,199541,CAD,55000,DE,50,US,L
2023,MI,FT,Machine Learning Scientist,157755,USD,126000,NL,100,FR,L
2023,MI,FT,Machine Learning Scientist,133405,EUR,55000,NL,0,GB,S
2021,SE,FT,Junior Data Scientist,91657,USD,112000,AU,50,US,S
2021,SE,FT,Machine Learning Engineer,53080,AUD,100000,GB,100,DE,S
2023,SE,FT,Product Data Analyst,169269,GBP,64900,DE,0,CA,S
2020,SE,FT,Lead Data Scientist,91997,USD,105000,FR,100,JP,S
2020,SE,FT,Senior Data Engineer,156692,AUD,69999,JP,0,US,M
2023,EN,FT,Machine Learning Engineer,73537,GBP,4900000,JP,50,IN,M
2023,EN,FT,Machine Learning Engineer,127332,CAD,95700,GB,0,GB,M
2023,SE,FT,Senior Data Engineer,153290,USD,109000,AU,50,US,L
2021,EN,FT,Business Intelligence Analyst,93573,EUR,47520,IT,50,IN,M
2023,EN,FT,Junior Data Scientist,152072,EUR,135000,GB,0,GB,L
2023,EN,FT,Lead Data Scientist,186412,USD,155000,US,50,US,M
2023,MI,FT,Junior Data Scientist,74604,AUD,120600,CA,0,NL,S
2024,MI,FT,Business Intelligence Analyst,82587,USD,130000,IN,0,FR,L
2021,EN,FT,Senior Data Engineer,76017,GBP,90000,CA,50,JP,L
2022,EN,FT,Data Analyst,198135,USD,170000,CA,0,US,L
2021,MI,FT,Product Data Analyst,70804,AUD,150000,IN,50,AU,M
2021,EN,FT,Data Scientist,43979,EUR,102100,NL,100,GB,M
2023,EN,FT,Data Scientist,191106,USD,84900,CA,0,GB,L
2020,MI,FT,Lead Data Scientist,147526,EUR,136620,IN,0,IN,M
2024,MI,FT,Data Analyst,119663,USD,99360,US,0,US,L
2024,MI,FT,Junior Data Scientist,117758,EUR,117000,IN,0,DE,S
2021,EN,FT,Lead Data Scientist,158040,GBP,104000,IT,100,AU,S
2022,MI,FT,Data Scientist,126189,USD,146000,IT,50,US,M
2021,SE,FT,Machine Learning Engineer,161094,USD,123000,US,100,US,L
2021,EN,FT,Machine Learning Engineer,194302,CAD,52000,GB,100,US,M
2023,EN,FT,Business Intelligence Analyst,168878,GBP,99000,GB,100,IN,S
2024,EN,FT,Senior Data Engineer,117706,AUD,116000,FR,100,GB,L
2022,SE,FT,Data Engineer,153011,GBP,106260,CA,100,AU,L
2022,EN,FT,Machine Learning Scientist,165861,CAD,126500,GB,0,NL,S
2022,MI,FT,Machine Learning Engineer,194944,AUD,242000,GB,50,FR,L
2021,SE,FT,Machine Learning Engineer,92616,AUD,200000,DE,0,DE,S
2021,SE,FT,Data Engineer,46317,USD,65000,US,0,US,L
2024,EN,FT,Product Data Analyst,43158,USD,39000,IN,100,AU,M
2023,EN,FT,Data Engineer,55621,CAD,78000,NL,0,IN,S
2023,SE,FT,Senior Data Engineer,94305,USD,52000,IT,50,US,S
2022,EN,FT,Data Scientist,46167,CAD,165220,IT,100,US,M
2023,MI,FT,Data Engineer,41032,USD,45500,JP,0,US,L
2023,SE,FT,Product Data Analyst,152510,GBP,120160,FR,100,CA,L
2023,SE,FT,Product Data Analyst,140207,GBP,90320,IT,0,IN,M
2022,EN,FT,Lead Data Scientist,75949,AUD,181940,FR,0,DE,L
2022,MI,FT,Lead Data Scientist,52444,GBP,132320,IN,0,US,S
2024,MI,FT,Machine Learning Engineer,85347,CAD,220110,CA,100,GB,M
2024,MI,FT,Machine Learning Scientist,162156,CAD,160080,CA,50,FR,S
2022,EN,FT,Data Analyst,178665,USD,180000,DE,0,US,L
2024,MI,FT,Data Scientist,48139,EUR,120000,DE,0,IT,M
2022,EN,FT,Machine Learning Engineer,117024,GBP,124190,CA,50,FR,L
2023,EN,FT,Junior Data Scientist,52205,GBP,130000,GB,50,CA,L
2020,SE,FT,Data Engineer,68287,CAD,110000,DE,0,IN,S
2021,EN,FT,Senior Data Engineer,186865,USD,170000,FR,100,IN,L
2022,MI,FT,Junior Data Scientist,179008,EUR,115500,NL,0,GB,S
2022,SE,FT,Business Intelligence Analyst,61725,GBP,112900,GB,50,DE,L
2022,SE,FT,Junior Data Scientist,85034,USD,90320,US,100,US,S
2022,SE,FT,Machine Learning Engineer,68047,CAD,112900,IN,50,GB,L
2024,SE,FT,Business Intelligence Analyst,173382,USD,90320,GB,100,US,S
2021,SE,FT,Junior Data Scientist,191435,CAD,165400,IN,50,AU,S
2023,SE,FT,Machine Learning Scientist,83161,EUR,132320,IT,0,IT,M
2021,MI,FT,Junior Data Scientist,103818,USD,167000,US,0,US,S
2023,MI,FT,Data Analyst,149277,GBP,243900,CA,50,JP,S
2023,MI,FT,Data Engineer,186063,AUD,136600,IN,100,FR,L
2020,EN,FT,Junior Data Scientist,118240,CAD,109280,FR,0,JP,S
2023,SE,FT,Business Intelligence Analyst,52954,AUD,128875,DE,50,FR,S
2020,SE,FT,Data Engineer,166412,AUD,93700,GB,100,JP,L
2021,MI,FT,Lead Data Scientist,150662,USD,224000,GB,100,US,L
2023,SE,FT,Machine Learning Engineer,104099,GBP,167875,JP,100,FR,M
2020,SE,FT,Machine Learning Engineer,69982,USD,175000,GB,0,IN,L
2020,SE,FT,Junior Data Scientist,87943,USD,156600,GB,50,IT,S
2024,EN,FT,Data Engineer,107198,EUR,108800,JP,0,DE,L
2020,SE,FT,Machine Learning Scientist,96640,USD,95550,US,100,US,S
2023,EN,FT,Lead Data Scientist,69615,AUD,113000,IN,50,NL,S
2024,SE,FT,Data Analyst,129920,CAD,135000,IN,100,AU,L
2023,MI,FT,Lead Data Scientist,44182,USD,161342,CA,100,US,L
2022,SE,FT,Data Scientist,71152,USD,137141,NL,0,US,L
2024,EN,FT,Senior Data Engineer,128024,USD,167000,NL,100,US,S
2024,EN,FT,Business Intelligence Analyst,158739,AUD,123000,AU,100,IT,S
2023,SE,FT,Product Data Analyst,75760,GBP,78000,NL,50,US,S
2020,MI,FT,Machine Learning Engineer,161603,USD,65000,AU,50,JP,L
2023,SE,FT,Senior Data Engineer,133578,EUR,150000,IN,50,FR,M
2024,EN,FT,Data Analyst,63475,CAD,211500,IT,50,IT,M
2022,MI,FT,Machine Learning Engineer,176772,EUR,192400,GB,100,IT,L
2021,SE,FT,Business Intelligence Analyst,132852,GBP,90700,JP,0,GB,L
2024,MI,FT,Data Analyst,48686,AUD,130000,FR,100,NL,S
2021,SE,FT,Data Engineer,164235,GBP,61300,DE,0,DE,S
2021,SE,FT,Product Data Analyst,115514,EUR,130000,DE,0,IT,S
2021,MI,FT,Data Scientist,42082,USD,61300,JP,0,FR,M
2024,MI,FT,Data Scientist,85962,EUR,160000,JP,50,CA,S
2023,MI,FT,Product Data Analyst,93887,CAD,138600,CA,50,NL,S
2021,EN,FT,Business Intelligence Analyst,53470,AUD,136000,AU,0,NL,M
2022,EN,FT,Lead Data Scientist,197199,EUR,58000,DE,0,IT,M
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,Data Scientist,,,,,,,
,,,Machine Learning Engineer,,,,,,,
,,,Data Analyst,,,,,,,
,,,Data Engineer,,,,,,,
,,,Business Intelligence Analyst,,,,,,,
,,,Lead Data Scientist,,,,,,,
,,,Product Data Analyst,,,,,,,
,,,Junior Data Scientist,,,,,,,
,,,Senior Data Engineer,,,,,,,
,,,Machine Learning Scientist,,,,,,,
